País Português,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
Timor-Leste,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.0758,0.1517,0.1517,0.1517,0.3034,0.4551,0.6068,1.3652,1.3652,1.3652,1.4411,1.6686,1.7445,1.7445,1.7445,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,1.8203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.0121,0.1087,0.1933,0.1933,0.2174,0.2416,0.2778,0.2778,0.302,0.302,0.302,0.3624,0.4107,0.4348,0.4711,0.4832,0.4952,0.5315,0.7006,0.7851,0.8455,0.8818,0.918,0.918,0.918,0.9301,0.9301,0.9784,0.9784,1.0026,1.0146,1.0146,1.0146,1.0388,1.063,1.063,1.0871,1.1596,1.1838,1.1838,1.1958,1.3166,1.4012,1.4857,1.4857,1.4978,1.522,1.5461,1.5461,1.6307,1.7515,1.8481,2.1018,2.1863,2.4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad e Tobago,0.1429,0.1429,0.2858,0.3573,0.5002,0.6431,0.6431,3.5013,3.5727,3.6442,4.0729,4.2873,4.6446,4.716,5.2876,5.5735,5.8593,6.2166,6.4309,6.7167,7.0026,7.3598,7.4313,7.5027,7.6457,7.6457,7.7886,7.7886,8.0029,8.0744,8.0744,8.0744,8.1458,8.1458,8.1458,8.1458,8.1458,8.1458,8.2173,8.2173,8.2173,8.2173,8.2173,8.2173,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,8.2887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunísia,0.0085,0.0085,0.0085,0.0085,0.0169,0.0169,0.0423,0.0592,0.0592,0.1354,0.1523,0.1523,0.1692,0.2031,0.2454,0.33,0.4569,0.5077,0.6346,0.753,0.9646,1.4638,1.6669,1.9207,2.3522,2.6399,2.6399,3.3337,3.5791,3.8499,4.1883,4.6791,4.8567,5.0429,5.2713,5.3136,5.4406,5.6775,5.7959,5.9821,6.1428,6.3205,6.5998,6.9551,7.3105,7.3105,7.4374,7.4797,7.4797,7.6913,7.7674,7.8012,7.9451,8.0297,8.182,8.2497,8.292,8.4105,8.4443,8.5374,8.5712,8.6135,8.6474,8.6728,8.6812,8.7151,8.732,8.732,8.732,8.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turquia,0.0012,0.0012,0.0059,0.0059,0.0071,0.0213,0.0557,0.1162,0.2277,0.4257,0.7944,1.4655,1.8129,2.2196,2.8848,4.3029,6.7561,8.7765,10.9285,12.8375,16.0436,18.5904,21.5025,24.8058,28.3783,32.0954,35.828,40.4427,45.3242,50.1334,55.7618,61.8539,67.5322,72.3852,77.2015,82.2774,87.9699,93.1312,97.6167,102.3322,107.8741,113.3413,116.9968,120.6914,124.3931,127.7854,130.5801,133.1068,135.9429,139.4241,142.5247,145.119,147.4702,149.4503,151.364,153.5362,156.2076,158.5517,160.7428,162.5759,164.4042,165.7251,167.7455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos,0.0003,0.0003,0.0006,0.0006,0.0015,0.0015,0.0015,0.0015,0.0015,0.0021,0.0024,0.0024,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0036,0.0036,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0045,0.0045,0.0045,0.0154,0.0154,0.0172,0.0175,0.0181,0.0205,0.0224,0.0296,0.0356,0.045,0.0656,0.0792,0.1214,0.1565,0.1761,0.2897,0.387,0.5024,0.6583,0.8239,1.0571,1.3994,1.9399,2.3513,4.1531,5.8226,7.7341,10.0531,13.2455,16.2343,19.8723,25.3279,30.7118,36.6961,42.5704,48.8911,56.8491,64.423,73.6012,83.1918,93.247,101.7521,110.6689,119.9752,129.5017,139.8116,150.0094,159.0308,167.7669,175.4122,183.5846,192.2492,201.6878,211.3898,221.2058,229.2456,236.9546,245.2745,253.8804,262.587,273.5199,283.4279,291.7756,298.5466,305.9136,314.1694,323.0862,333.3692,342.1541,349.8582,356.6059,363.8494,371.3961,379.7622,387.8909,395.6313,401.5859,407.2115,413.7054
Uganda,0.0022,0.0022,0.0197,0.0197,0.0306,0.0306,0.0503,0.0656,0.0721,0.0721,0.0962,0.0962,0.0984,0.1049,0.1049,0.1137,0.1137,0.1137,0.1159,0.1159,0.1159,0.1159,0.1181,0.1181,0.1202,0.1202,0.1202,0.1224,0.1202,0.1202,0.1224,0.1334,0.1377,0.1618,0.164,0.164,0.1727,0.1727,0.1727,0.1771,0.1815,0.1858,0.1924,0.1946,0.2121,0.2142,0.2186,0.2208,0.2208,0.2536,0.2645,0.2645,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ucrânia,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0069,0.0069,0.0069,0.016,0.032,0.032,0.0366,0.0663,0.1075,0.1669,0.1669,0.2218,0.3316,0.4482,0.7088,0.814,1.0861,1.253,1.4748,1.8155,2.051,2.4512,2.801,2.9908,3.016,3.343,3.814,4.3262,5.0373,5.7416,6.3498,7.0929,7.7103,8.6066,9.5144,10.66,11.6752,12.4595,13.0563,14.0052,15.073,16.3947,17.4853,18.5783,19.7033,20.5996,21.5166,22.5592,23.794,24.8344,26.092,27.2398,28.1956,29.0325,30.146,31.3053,32.4578,33.6353,34.8289,35.7801,36.6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emirados Árabes Unidos,0.0404,0.0404,0.0404,0.0404,0.0506,0.0506,0.0506,0.0506,0.0506,0.0506,0.0708,0.0708,0.0809,0.0809,0.0809,0.0809,0.0809,0.0809,0.091,0.091,0.091,0.091,0.091,0.091,0.1314,0.1314,0.1314,0.1314,0.1314,0.1314,0.1921,0.2123,0.2123,0.2123,0.273,0.273,0.2932,0.2932,0.455,0.455,0.455,0.7482,0.7482,0.8594,0.8594,0.8594,0.9909,0.9909,0.9909,1.1425,1.4155,1.4155,1.547,1.547,2.0019,2.5075,3.3669,3.3669,4.0949,4.7319,5.7632,6.1777,6.7136,8.2302,10.3535,12.7801,15.2168,18.1894,20.99,23.8514,26.8847,30.2313,33.9723,37.774,41.6869,45.711,49.8766,54.2445,58.8955,63.7183,63.7183,68.5614,73.4551,78.4094,83.2929,88.5303,93.8385,99.2174,104.6368,109.5911,115.061,120.6119,126.1931,131.8248,137.4969,143.1994,148.9323,153.6035,159.124,164.1996,169.7909,176.1,183.9966,190.8719,198.7887,,,,,,,
Reino Unido,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0029,0.0044,0.0044,0.0044,0.0118,0.0118,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0191,0.0191,0.0191,0.0221,0.0295,0.0339,0.053,0.0589,0.0751,0.1267,0.1709,0.2416,0.3049,0.4036,0.4743,0.5657,0.6761,0.6761,1.1814,1.6852,1.6867,2.2847,2.8872,3.8918,4.0008,5.9129,7.464,8.4627,9.9078,12.026,14.2003,17.3998,21.7202,25.5016,29.1371,33.0746,37.535,43.9929,50.3388,56.9911,62.5711,71.349,77.01,82.4161,90.5547,97.0332,109.8975,117.659,125.5133,131.9418,139.7121,146.5442,153.4116,161.6961,169.8642,178.4933,185.3931,191.7508,198.3295,205.1174,213.063,220.3237,226.9054,233.2557,239.1509,245.1772,254.0744,263.2133,270.3061,276.7021,282.5796,289.0772,298.0864,306.3621,313.2148,318.9538,324.7341,330.4539,335.4756,,,,,,,,,
Uruguai,0.1151,0.1727,0.2303,0.8348,1.4394,2.2742,2.706,3.1666,3.8863,4.5484,4.6636,5.4408,6.2469,6.8514,7.8878,8.7226,8.8953,9.212,9.7302,10.0756,10.6226,11.112,11.515,11.6877,11.9468,12.2059,13.1271,13.6165,14.221,14.4225,13.818,13.9044,14.1634,14.1922,14.4513,14.624,14.8831,15.1998,15.4013,15.6316,15.8043,16.0346,16.2074,17.1573,17.4452,17.8482,17.9922,18.1361,18.5104,18.6543,18.7694,18.8558,18.9134,19.2876,19.374,19.6906,19.9785,20.2088,20.3528,20.4679,20.6406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbequistão,0.003,0.0179,0.0299,0.0448,0.0687,0.0986,0.1285,0.1285,0.1374,0.1494,0.1793,0.2241,0.2629,0.3107,0.4302,0.4452,0.5139,0.5408,0.6125,0.6782,0.7948,1.0218,1.3654,1.5537,1.6284,1.7389,1.8644,2.2917,2.5845,2.9818,3.4808,3.8901,4.0306,4.1979,4.4519,4.6759,4.8612,5.0136,5.1271,5.2526,5.39,5.5633,5.5842,5.6888,5.7934,5.9816,6.0922,6.2326,6.3282,6.4208,6.5403,6.5941,6.6718,6.866,6.9467,7.0184,7.2246,7.4277,7.5263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,0.007,0.0352,0.0598,0.1161,0.1266,0.1477,0.1477,0.2462,0.2462,0.2708,0.2954,0.32,0.3763,0.3763,0.4185,0.4185,0.4748,0.4748,0.5029,0.5134,0.5381,0.5451,0.5592,0.5803,0.5803,0.5873,0.6014,0.6014,0.6154,0.6365,0.6647,0.6647,0.6928,0.7174,0.7174,0.7983,0.9003,0.9003,1.0023,1.0128,1.0937,1.1183,1.1359,1.1429,1.157,1.157,1.164,1.1711,1.1781,1.2133,1.2555,1.2555,1.2695,1.3328,1.3399,1.3645,1.4137,1.4559,1.484,1.4876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnã,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0062,0.0062,0.0082,0.0082,0.0082,0.0103,0.0103,0.0134,0.0134,0.0144,0.0154,0.0154,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0185,0.0308,0.0308,0.0318,0.039,0.0401,0.0483,0.0544,0.0575,0.0627,0.0678,0.0771,0.0873,0.0935,0.0966,0.1161,0.1264,0.1377,0.1449,0.1572,0.1675,0.1788,0.1931,0.2086,0.2178,0.224,0.2394,0.2435,0.2466,0.2476,0.2517,0.2558,0.2579,0.262,0.264,0.2651,0.2692,0.2722,0.2733,0.2743,0.2753,0.2753,0.2753,0.2753,0.2753,0.2753,0.2753,0.2753,0.2774,0.2774,0.2774,0.2774,0.2774,0.2774,0.2774,0.2774,0.2774,0.2784,0.2784,0.2784,0.2784,0.2959,0.2959,0.2959,0.2959,0.2959,0.2959,
Cisjordânia e Faixa de Gaza,0.089,0.1558,0.3561,0.3561,0.4229,0.5787,0.6677,0.6677,0.6899,0.779,0.8457,0.8457,0.868,0.9125,0.9793,1.046,1.0683,1.1573,1.3131,1.3131,1.3131,1.8695,2.0253,2.1811,2.4259,2.5817,2.6485,2.9823,3.5833,4.3177,4.8296,5.2747,5.6531,5.8089,5.8534,5.8534,5.9424,5.9647,6.0314,6.076,6.3208,6.4766,6.5433,6.8327,6.9662,7.0997,7.3223,7.3223,7.4558,7.4781,7.5671,7.6116,7.6116,7.6116,7.6339,7.6562,7.6562,7.8565,7.8565,7.8565,8.0568,8.2571,8.3238,8.3461,8.3461,8.3461,8.3461,8.3461,8.3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saara Ocidental,0.6696,0.6696,0.6696,0.6696,0.6696,0.6696,0.6696,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iémen,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0201,0.0201,0.0235,0.0335,0.0335,0.0402,0.0738,0.0838,0.0838,0.114,0.114,0.171,0.1878,0.2179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zâmbia,0.0109,0.0109,0.0109,0.0109,0.0163,0.0163,0.0163,0.0653,0.087,0.1197,0.1523,0.1577,0.1904,0.1904,0.1958,0.2121,0.2121,0.2121,0.2121,0.2121,0.2121,0.2121,0.2121,0.2176,0.2176,0.2339,0.2448,0.2448,0.2611,0.2611,0.2829,0.3101,0.3318,0.3536,0.3808,0.4025,0.4134,0.4569,0.4569,0.4787,0.4787,0.5168,0.5276,0.5766,0.5929,0.6473,0.6745,0.7452,0.7507,0.7942,0.8322,0.9084,1.3708,1.4524,1.4524,2.3988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbábue,0.0067,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0336,0.0471,0.0471,0.0471,0.0538,0.0538,0.0606,0.0606,0.0606,0.0606,0.0673,0.074,0.074,0.074,0.0875,0.0942,0.0942,0.1144,0.1144,0.1547,0.1547,0.1615,0.1682,0.1682,0.1682,0.1884,0.1884,0.1884,0.1951,0.2086,0.2086,0.2153,0.2153,0.2153,0.2691,0.2691,0.2288,0.2288,0.2288,0.2288,0.2288,0.2288,0.2288,0.2355,0.2422,0.2422,0.2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
