País Português,22/01/20,23/01/20,24/01/20,25/01/20,26/01/20,27/01/20,28/01/20,29/01/20,30/01/20,31/01/20,01/02/20,02/02/20,03/02/20,04/02/20,05/02/20,06/02/20,07/02/20,08/02/20,09/02/20,10/02/20,11/02/20,12/02/20,13/02/20,14/02/20,15/02/20,16/02/20,17/02/20,18/02/20,19/02/20,20/02/20,21/02/20,22/02/20,23/02/20,24/02/20,25/02/20,26/02/20,27/02/20,28/02/20,29/02/20,01/03/20,02/03/20,03/03/20,04/03/20,05/03/20,06/03/20,07/03/20,08/03/20,09/03/20,10/03/20,11/03/20,12/03/20,13/03/20,14/03/20,15/03/20,16/03/20,17/03/20,18/03/20,19/03/20,20/03/20,21/03/20,22/03/20,23/03/20,24/03/20,25/03/20,26/03/20,27/03/20,28/03/20,29/03/20,30/03/20,31/03/20,01/04/20,02/04/20,03/04/20,04/04/20,05/04/20,06/04/20,07/04/20,08/04/20,09/04/20,10/04/20,11/04/20,12/04/20,13/04/20,14/04/20,15/04/20,16/04/20,17/04/20,18/04/20,19/04/20,20/04/20,21/04/20,22/04/20,23/04/20,24/04/20,25/04/20,26/04/20,27/04/20,28/04/20,29/04/20,30/04/20,01/05/20,02/05/20,03/05/20,04/05/20,05/05/20,06/05/20,07/05/20,08/05/20,09/05/20,10/05/20,11/05/20,12/05/20,13/05/20,14/05/20,15/05/20,16/05/20,17/05/20,18/05/20,19/05/20,20/05/20,21/05/20,22/05/20,23/05/20,24/05/20,25/05/20,26/05/20,27/05/20,28/05/20,29/05/20,30/05/20,31/05/20,01/06/20,02/06/20,03/06/20,04/06/20,05/06/20,06/06/20,07/06/20,08/06/20,09/06/20,10/06/20,11/06/20,12/06/20,13/06/20,14/06/20,15/06/20,16/06/20,17/06/20,18/06/20,19/06/20,20/06/20,21/06/20,22/06/20,23/06/20,24/06/20,25/06/20,26/06/20,27/06/20,28/06/20,29/06/20,30/06/20,01/07/20,02/07/20,03/07/20,04/07/20,05/07/20,06/07/20,07/07/20,08/07/20,09/07/20,10/07/20,11/07/20,12/07/20,13/07/20,14/07/20,15/07/20
Gabão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449,0.0449,0.0449,0.0449,0.0449,0.0449,0.1348,0.1797,0.2246,0.2246,0.2696,0.2696,0.3145,0.3145,0.3145,0.3145,0.3145,0.7189,0.8087,0.9435,0.9435,0.9435,0.9435,1.0783,1.3479,1.5276,1.9769,1.9769,2.0667,2.2015,2.561,2.561,3.5943,3.5943,4.8523,4.8523,4.8973,5.3915,7.0089,7.4582,7.5031,7.7278,7.9075,7.9075,9.48,10.6931,12.4004,12.4004,12.4004,15.0512,15.0512,16.4889,17.8368,17.8368,22.6442,27.856,29.6981,29.6981,36.0331,38.7737,45.1087,49.6016,54.3192,59.3063,59.3063,64.3383,67.4834,70.4037,70.4037,77.6373,86.8927,86.8927,95.9234,100.5511,104.1903,109.2224,117.3995,119.2865,119.2865,119.2865,125.936,130.384,132.7652,139.3248,139.3248,139.3248,139.3248,145.8845,151.6354,155.5891,155.5891,155.5891,155.5891,181.1987,184.8379,190.0047,194.9919,198.9456,198.9456,198.9456,212.9185,217.8607,222.6681,228.5538,234.0352,234.0352,234.0352,242.347,242.347,247.6936,247.6936,252.501,252.501,252.501,258.0272,258.0272,263.7782,263.7782,266.9681,266.9681,266.9681,270.7421,270.7421,275.0104
Gâmbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414,0.0414,0.0414,0.0414,0.0414,0.0414,0.0828,0.1241,0.1241,0.1241,0.1241,0.1241,0.1655,0.1655,0.1655,0.1655,0.1655,0.1655,0.1655,0.1655,0.1655,0.1655,0.1655,0.1655,0.1655,0.3724,0.3724,0.3724,0.3724,0.3724,0.3724,0.3724,0.3724,0.4138,0.4138,0.4138,0.4138,0.4138,0.4138,0.4138,0.4138,0.4138,0.4138,0.4138,0.4552,0.4966,0.7034,0.7034,0.7034,0.7034,0.7034,0.7448,0.8276,0.8276,0.8276,0.9103,0.9103,0.9517,0.9517,0.9517,0.9517,0.9517,0.9931,0.9931,0.9931,0.9931,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0345,1.0759,1.0759,1.0759,1.0759,1.0759,1.1586,1.1586,1.1586,1.1586,1.1586,1.1586,1.1586,1.2414,1.4069,1.4069,1.4897,1.4897,1.531,1.531,1.6966,1.7379,1.7379,1.7793,1.7793,1.8207,1.8621,1.9448,2.0276,2.0276,2.2759,2.2759,2.3586,2.3586,2.5241,2.5241,2.5241,2.6069,2.6483,2.6483,2.6483,2.6483,2.6483,2.6483
Geórgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251,0.0251,0.0251,0.0251,0.0752,0.0752,0.0752,0.0752,0.1003,0.1003,0.1003,0.3259,0.376,0.376,0.6016,0.6016,0.6267,0.752,0.8272,0.8272,0.8523,0.9526,1.0027,1.0779,1.2283,1.3537,1.5291,1.7548,1.8801,1.9804,2.0806,2.2561,2.2812,2.582,2.7575,2.9329,3.3591,3.8855,4.061,4.3618,4.7128,4.9133,5.2893,5.4648,5.8659,6.0664,6.4424,6.8185,7.5204,7.6708,8.7236,9.2751,9.7263,9.8767,10.0773,10.2277,10.4282,10.6539,11.1301,11.431,12.183,12.4587,12.8097,12.9601,13.5116,14.1884,14.5895,14.765,14.8653,15.141,15.2914,15.4168,15.6173,15.6925,15.9181,15.9933,16.0936,16.2189,16.7203,16.8206,17.1214,17.4222,17.5726,17.723,17.8734,18.0739,18.1241,18.2494,18.2996,18.3246,18.3497,18.4249,18.5001,18.7006,18.9764,19.6282,19.9039,19.954,20.0543,20.0794,20.1797,20.2549,20.2799,20.3551,20.5055,20.7311,20.8314,21.1322,21.3328,21.6587,22.0347,22.0347,22.2603,22.3856,22.4608,22.511,22.7115,22.7616,22.8368,22.9121,22.9873,23.0374,23.0875,23.1627,23.2129,23.263,23.3382,23.5387,23.639,23.7644,23.8396,23.8897,24.015,24.1404,24.2657,24.3911,24.5916,24.7169,24.9426,25.0428,25.1682
Alemanha,0.0,0.0,0.0,0.0,0.0,0.0012,0.0048,0.0048,0.0048,0.006,0.0095,0.0119,0.0143,0.0143,0.0143,0.0143,0.0155,0.0155,0.0167,0.0167,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0203,0.0322,0.0549,0.0573,0.0943,0.1552,0.1898,0.2339,0.3127,0.5753,0.7997,0.9536,1.2413,1.4036,1.739,2.2773,2.4802,4.3863,5.4724,6.9166,8.6795,11.0487,14.7128,18.2851,23.6895,26.5122,29.6871,34.6797,39.3703,44.5467,52.442,60.7169,68.8616,74.1132,79.8303,85.7062,92.9438,101.2056,108.8025,114.6902,119.5014,123.3816,128.5008,135.224,141.0545,145.8167,149.0835,152.5996,155.2469,156.783,160.8339,164.3489,168.7638,171.0853,173.2838,175.5289,176.9921,179.8053,182.7665,184.9985,186.8055,188.3058,189.485,190.8623,192.8042,194.5588,195.8335,196.8957,197.7276,198.3101,199.3306,200.7091,202.2225,203.6046,204.4831,205.1455,205.9774,206.6876,207.794,208.2475,209.1487,209.7681,210.5045,210.7218,212.1862,213.0158,213.6698,214.4922,214.8216,215.2298,215.5544,216.2706,216.6573,217.4593,218.3258,218.6445,218.9083,219.1279,219.4681,219.7569,220.1758,220.7153,221.3431,221.7012,222.1297,222.6035,222.6226,222.8243,223.4629,223.5118,223.8114,224.0071,224.6874,225.1076,226.5553,227.1306,227.5734,228.292,228.884,229.7338,230.2004,230.7972,231.5909,232.0946,232.3751,232.7916,233.2404,233.8073,234.3767,234.866,235.3649,235.7528,236.3985,236.7315,237.1564,237.5169,237.9119,238.3619,238.6125,238.9241,239.2535,239.7715
Gana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097,0.0193,0.0193,0.0225,0.0225,0.0354,0.0515,0.0611,0.074,0.0869,0.1706,0.2993,0.4248,0.4409,0.4538,0.4892,0.4892,0.5181,0.6276,0.6565,0.6597,0.6597,0.6887,0.6887,0.9236,1.0073,1.2165,1.2165,1.313,1.8215,1.8215,2.0468,2.0468,2.0629,2.0629,2.684,3.3534,3.3534,3.3534,3.7138,3.7138,4.1161,4.1161,4.9883,4.9883,5.3777,5.3777,6.6746,6.6746,6.9804,6.9804,8.7504,8.7504,9.9476,9.9476,12.9116,13.7193,13.7193,15.1257,16.4999,17.4042,17.7968,18.1444,18.4566,18.4566,18.4566,19.6184,20.1751,20.1751,20.8735,21.2951,21.5075,21.9097,22.9042,23.5028,23.5028,24.5101,24.9992,25.9712,25.9712,26.7017,27.5095,28.594,29.5048,30.4509,31.0173,31.8927,32.8292,32.8292,33.3345,34.9372,35.7803,38.503,38.503,39.2399,40.5176,41.6086,42.4903,44.1445,45.5509,45.5509,46.8832,48.3154,49.7957,50.9575,52.8788,53.8797,55.8396,57.0947,58.3595,58.3595,62.3951,62.3951,64.6382,67.8307,70.6982,73.4465,75.5094,76.7034,78.0357,78.9047,80.4172,80.4172,81.8397
Grécia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0288,0.0384,0.0384,0.0672,0.0672,0.0672,0.0863,0.2974,0.4317,0.4413,0.7004,0.7004,0.8539,0.9498,0.9498,1.8229,2.1875,3.1757,3.1757,3.7129,4.0103,4.0103,4.7491,5.0849,5.9867,6.6679,7.1284,7.8768,8.558,9.2679,10.1794,11.0908,11.6281,12.6067,13.5757,14.8133,15.4753,16.051,16.6458,16.8377,17.5764,18.0753,18.7565,19.2938,19.9654,20.282,20.5794,20.8192,21.0303,21.1742,21.3373,21.4429,21.4429,21.5388,23.0355,23.1026,23.6303,23.8894,24.0429,24.1484,24.3115,24.6185,24.7144,24.8584,25.0598,25.1366,25.1942,25.2517,25.3477,25.5491,25.693,25.8178,26.0001,26.0576,26.1536,26.3263,26.4798,26.5757,26.9595,27.0458,27.1897,27.2089,27.2473,27.3432,27.372,27.5735,27.5927,27.6119,27.6502,27.7462,27.8517,27.8805,27.9093,27.9669,27.986,27.9956,28.1779,28.1779,28.3218,28.4657,28.5905,28.7536,29.2525,29.3388,29.4348,29.6266,29.8185,29.8569,29.9432,30.068,30.2023,30.73,30.9602,31.0562,31.2384,31.3344,31.5359,31.6798,31.7565,31.8621,32.0731,32.2938,32.3897,32.5241,32.7063,32.927,33.1765,33.4451,33.6849,33.7617,34.1742,34.4333,34.7499,35.2296,35.8052,36.189,36.4864,36.7071,37.254,37.513
Granada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8887,0.8887,0.8887,0.8887,6.221,6.221,6.221,7.9984,7.9984,7.9984,7.9984,8.8871,10.6645,10.6645,10.6645,10.6645,10.6645,10.6645,10.6645,12.4419,12.4419,12.4419,12.4419,12.4419,12.4419,12.4419,12.4419,12.4419,12.4419,12.4419,12.4419,13.3306,13.3306,13.3306,15.9967,15.9967,15.9967,16.8854,17.7741,17.7741,17.7741,18.6629,18.6629,18.6629,18.6629,18.6629,18.6629,18.6629,18.6629,18.6629,18.6629,18.6629,18.6629,18.6629,19.5516,19.5516,19.5516,19.5516,19.5516,19.5516,19.5516,19.5516,19.5516,19.5516,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403,20.4403
Guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0056,0.0112,0.0335,0.0335,0.0502,0.067,0.0949,0.1061,0.1116,0.1172,0.134,0.1395,0.1563,0.1898,0.1898,0.2009,0.2121,0.2177,0.2623,0.2791,0.3405,0.3405,0.3907,0.4298,0.4856,0.5303,0.7033,0.7647,0.8652,0.8708,0.9322,1.0047,1.094,1.1945,1.3117,1.4345,1.6131,1.641,1.7638,2.1434,2.4001,2.6402,2.7909,2.9583,2.9583,3.109,3.3435,3.5946,3.8402,3.924,4.0747,4.2589,4.4542,4.644,5.0236,5.3975,5.872,6.2181,6.6925,7.4907,8.4731,9.1708,9.8406,9.8406,10.6723,11.9058,12.6426,14.0213,15.3107,17.0466,19.1119,20.9873,22.0702,23.1363,24.2694,25.7151,26.4519,28.3943,29.7842,31.1796,32.1508,34.35,36.1976,37.9112,39.3792,41.8742,43.9059,45.8875,47.7853,50.1352,52.9763,54.9522,57.3356,59.7581,62.8001,66.2441,69.822,71.1951,73.3719,76.8549,81.1585,82.7158,87.1812,88.3477,91.5238,94.4988,97.1725,101.0071,106.1144,112.0366,118.8519,125.5947,129.7642,133.8054,138.3545,141.8375,148.798,154.162,159.6265,163.8519,166.012,172.3194,179.0287
Guiné,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076,0.0152,0.0152,0.0305,0.0305,0.0305,0.0305,0.0609,0.0609,0.1218,0.1675,0.1675,0.2284,0.396,0.5559,0.8452,0.9214,0.9747,1.0965,1.2488,1.4772,1.6143,1.9036,1.9036,2.429,2.7641,3.0763,3.3352,3.6321,3.9443,4.4088,4.7362,5.2388,5.7947,6.5637,7.2643,7.5841,7.5841,8.8557,9.442,10.2872,11.3837,11.7035,12.0766,12.0766,13.0208,13.7899,14.1326,14.6732,15.2976,15.5489,16.3408,16.3408,17.4982,18.0769,18.8307,18.8307,20.2394,20.2394,21.2902,21.8004,21.8004,23.3537,23.3537,24.1837,24.9376,24.9376,24.9376,24.9376,27.0544,27.8387,28.2194,28.2194,29.2702,29.59,29.9479,30.3896,30.915,31.349,31.349,32.1028,32.4226,32.4226,33.2907,33.7019,34.1435,34.509,34.8136,35.3238,35.5446,36.8619,37.3416,37.768,37.9813,37.9813,38.3772,39.3976,39.3976,40.0524,40.2885,40.6768,40.7453,41.0499,41.1489,41.4992,42.0398,42.4129,42.7175,42.7175,42.9155,43.38,44.781,45.4511,46.0222,46.7608,46.7608,47.2101,47.7888
Guiné-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1016,0.1016,0.1016,0.1016,0.1016,0.4065,0.4065,0.4573,0.4573,0.7622,0.9146,0.9146,0.9146,1.6768,1.6768,1.8293,1.8293,1.9309,1.9309,1.9309,1.9309,2.185,2.185,2.185,2.3374,2.5406,2.5406,2.5406,2.5406,2.5406,2.6423,2.6423,2.6931,3.7093,3.7093,10.4167,10.4167,13.0589,13.0589,13.0589,20.9858,20.9858,24.1362,28.6585,30.1829,32.5711,36.8902,38.6687,41.6666,42.4797,46.3923,46.3923,49.2378,50.3049,52.439,52.7439,55.3353,56.3516,56.6057,56.6057,56.6057,59.8577,59.8577,60.7215,60.7215,63.8211,63.8211,63.8211,68.0386,68.0386,68.0386,68.0386,69.5122,69.5122,69.5122,70.5792,70.5792,70.5792,70.5792,74.187,74.187,74.187,75.813,75.813,75.813,75.813,78.3028,78.3028,78.3028,79.065,79.065,79.065,79.065,82.0122,82.0122,82.0122,84.0447,84.0447,84.0447,84.0447,89.6849,89.6849,89.6849,90.9552,90.9552,90.9552,90.9552,93.5975,93.5975,93.5975,93.5975,93.5975,93.5975
Guiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1271,0.1271,0.1271,0.5085,0.5085,0.89,0.89,0.89,0.89,0.89,2.4156,2.5427,0.6357,0.6357,0.6357,0.6357,1.0171,1.0171,1.0171,1.5256,2.4156,2.4156,2.9242,2.9242,3.0513,3.9413,4.1955,4.7041,4.7041,4.7041,5.7212,5.7212,5.7212,5.9754,6.9925,6.9925,8.0096,8.0096,8.2639,8.2639,8.3911,8.5182,8.8996,9.281,9.281,9.4082,9.4082,9.4082,9.9167,10.4252,10.4252,10.4252,10.4252,11.6966,11.8238,11.8238,11.8238,11.9509,11.9509,13.2223,13.858,14.3665,14.3665,14.3665,14.7479,14.875,14.875,15.765,15.8921,15.8921,16.1464,16.1464,16.1464,17.1635,17.4178,17.6721,17.6721,19.0706,19.0706,19.3249,19.452,19.452,19.452,19.452,19.452,19.452,19.5791,19.5791,19.5791,19.8334,19.8334,20.0877,20.2148,20.2148,20.2148,20.2148,21.7405,21.7405,23.2661,23.2661,23.2661,23.3932,26.0631,26.1903,26.5717,27.3345,27.3345,29.2416,29.2416,29.8772,31.1486,31.53,31.7843,32.5471,34.5813,34.7084,34.7084,36.107,36.107,36.3612,36.8698,36.9969,37.7597,38.1412,39.1583,39.7939
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0175,0.0175,0.0526,0.0614,0.0702,0.0702,0.0702,0.0702,0.1315,0.1315,0.1315,0.1403,0.1403,0.1579,0.1754,0.1842,0.2105,0.2192,0.2368,0.2631,0.2719,0.2894,0.2894,0.3508,0.3508,0.3596,0.3596,0.3771,0.3859,0.4122,0.4999,0.4999,0.5437,0.6314,0.6314,0.6314,0.649,0.6665,0.6665,0.6665,0.7104,0.7454,0.7454,0.7718,0.877,0.8858,0.8858,1.1313,1.2804,1.3243,1.5961,1.8329,1.8329,2.0522,2.3942,2.7187,3.1397,3.9991,4.6744,4.6744,5.2269,6.4372,7.1212,7.586,7.586,8.4016,10.296,11.5764,11.5764,13.8917,16.356,18.6274,19.522,19.522,21.9864,23.1528,24.0298,26.9414,29.2391,31.0282,32.1157,33.2909,34.5625,34.5625,36.527,36.527,38.9475,39.8771,41.1137,43.1132,43.6745,44.5252,44.5252,45.7004,46.6914,47.6122,48.612,50.1819,50.6642,50.6642,52.0323,52.4007,52.9707,53.5057,54.637,55.1983,55.5403,55.8736,56.4085,56.8821,56.8821,58.031,58.6712,58.9957,58.9957,58.9957,59.9078
Santa Sé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,124.8439,499.3758,499.3758,499.3758,499.3758,749.0637,749.0637,749.0637,749.0637,749.0637,873.9076,873.9076,873.9076,873.9076,873.9076,873.9076,998.7516,998.7516,998.7516,998.7516,998.7516,998.7516,998.7516,998.7516,998.7516,998.7516,998.7516,998.7516,1123.5955,1123.5955,1123.5955,1123.5955,1123.5955,1123.5955,1123.5955,1123.5955,1248.4395,1248.4395,1373.2834,1373.2834,1373.2834,1373.2834,1373.2834,1373.2834,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273,1498.1273
Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202,0.0202,0.0202,0.0202,0.0303,0.0606,0.0808,0.0909,0.1212,0.2423,0.2423,0.2625,0.3029,0.3029,0.3635,0.525,0.6865,0.9591,1.1106,1.4034,1.4236,1.7366,2.2111,2.2414,2.6654,2.7058,3.0087,3.0794,3.15,3.463,3.8568,3.9578,3.9679,4.0082,4.1092,4.2304,4.301,4.4626,4.614,4.7655,4.8159,4.9876,5.1491,5.24,5.9669,6.3304,6.3304,6.6737,7.0876,7.4511,7.7843,8.1174,10.1973,10.6516,11.8935,12.8223,14.7507,17.0123,17.8806,18.4763,19.9099,21.2023,21.0003,22.7672,23.4033,24.8369,25.897,26.7148,28.2495,29.8346,29.8346,32.3486,35.1049,35.1049,39.8804,42.2934,44.4339,46.8469,47.9777,47.9777,51.4306,52.521,54.1364,55.8023,57.448,59.3663,60.2851,62.1428,63.8794,65.1212,70.0179,74.3089,77.4286,82.1032,85.3643,89.4331,92.6639,97.49,103.9819,108.4243,113.6643,124.2452,128.9198,134.8463,140.7729,147.1134,155.1399,161.4804,171.708,182.5615,189.9924,197.4637,204.5715,213.2341,223.29,231.4176,241.736,249.0255,256.729,262.282,266.3811,273.1355,278.4866,283.6054,288.5425,293.8632,303.2528
Hungria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207,0.0207,0.0207,0.0414,0.0725,0.0932,0.0932,0.1346,0.1346,0.1967,0.3105,0.3313,0.4037,0.5176,0.6004,0.7557,0.8799,1.0662,1.3561,1.7287,1.9357,2.3395,2.7018,3.1055,3.5506,4.2234,4.6272,5.093,5.4346,6.0557,6.449,7.0184,7.5877,7.7016,8.4572,9.2647,10.1446,12.3184,13.5606,14.5957,15.0926,15.6516,16.3452,17.1008,18.2499,18.9848,19.8336,20.5376,21.7176,22.4422,23.643,25.2889,25.2889,25.879,26.7382,27.4214,28.2288,28.7257,29.6366,30.4544,31.0341,31.4171,31.7276,32.2038,32.6075,32.8974,33.2597,33.7772,33.9946,34.2948,34.5847,34.9884,35.3714,35.9511,36.3237,36.5929,36.8103,37.245,37.6901,38.0732,38.4355,38.7253,38.8806,39.0358,39.2636,39.5017,39.7605,40.0296,40.1228,40.2884,40.5886,40.6921,40.9302,41.0958,41.3028,41.4892,41.5513,41.5823,41.6859,41.8101,41.955,42.0689,42.1206,42.1931,42.2034,42.2138,42.2241,42.2448,42.2966,42.3794,42.4622,42.514,42.5864,42.6796,42.721,42.8349,42.8763,42.9073,43.0109,43.0316,43.1247,43.1868,43.2075,43.3007,43.3628,43.5284,43.5802,43.6837,43.7148,43.7769,43.8286,43.9632,44.0771,44.1288
